k_shot,val_accuracy,val_macro_f1,test_accuracy,test_macro_f1
32,0.681592039800995,0.6445985154466979,0.686046511627907,0.6595329935252789
64,0.736318407960199,0.7004179978499183,0.751937984496124,0.7206187498130806
